Hyperparameters,Results,Classes in task
"{'Name Experiment': 'Learning Blanco with GRU Model; with TEM (DIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552caf332d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552c277a810>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.57165762, 'precision': 0.4412889089071248, 'recall': 0.35891625930057993, 'f1_score': 0.3282135879619827, 'confusion_matrix': array([[150,   0,   5,  63,  10],
       [ 98,  17,   5,  67,  19],
       [ 96,   1,  12,  50,  10],
       [ 91,   4,  16,  58,  16],
       [ 23,   3,  11,  56,  19]]), 'forgetting_measure': [0.5113472, -0.4113265, -0.023688197]}","{""Task 0 has these classes:"": [""left"", ""three"", ""marvel"", ""right"", ""dog""], ""Task 1 has these classes:"": [""left"", ""left"", ""bed"", ""marvel"", ""no""], ""Task 2 has these classes:"": [""left"", ""three"", ""marvel"", ""right"", ""dog""]}"
"{'Name Experiment': 'Learning Blanco with GRU Model; with TEM (DIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552caf332d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552c277a810>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.52038333, 'precision': 0.2878214068293763, 'recall': 0.31037899890818235, 'f1_score': 0.25678594827726366, 'confusion_matrix': array([[84,  1,  1, 52,  4],
       [61,  6,  1, 52,  7],
       [75,  4,  0, 47,  3],
       [76,  7,  0, 50,  3],
       [21,  1,  2, 39,  3]]), 'forgetting_measure': [0.49465935, -0.41449815, 0.30579785]}","{""Task 0 has these classes:"": [""left"", ""three"", ""marvel"", ""right"", ""dog""], ""Task 1 has these classes:"": [""left"", ""left"", ""bed"", ""marvel"", ""no""], ""Task 2 has these classes:"": [""left"", ""three"", ""marvel"", ""right"", ""dog""]}"
"{'Name Experiment': 'Learning Blanco with DRNN Model; with TEM (DIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552a2a4d750>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552a2f51f50>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.56461947, 'precision': 0.42206120382410336, 'recall': 0.40831147200613734, 'f1_score': 0.40694595701637956, 'confusion_matrix': array([[ 50,  30,  10,  61,  22],
       [ 26,  53,  22,  65,  20],
       [ 15,  23,  37,  75,  15],
       [ 36,  24,  36, 140,  13],
       [ 25,  20,  10,  49,  23]]), 'forgetting_measure': [0.53167564, 0.05133781, -0.5579117]}","{""Task 0 has these classes:"": [""two"", ""on"", ""left"", ""stop"", ""one""], ""Task 1 has these classes:"": [""two"", ""left"", ""right"", ""off"", ""three""], ""Task 2 has these classes:"": [""two"", ""on"", ""left"", ""stop"", ""one""]}"
"{'Name Experiment': 'Learning Blanco with DRNN Model; with TEM (DIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552a2a4d750>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552a2f51f50>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.79020267, 'precision': 0.30062467185845972, 'recall': 0.30013213148866366, 'f1_score': 0.28981342654147632, 'confusion_matrix': array([[26, 12, 12, 59,  9],
       [21, 16, 19, 74, 20],
       [20, 17, 12, 54, 10],
       [20, 19, 32, 63, 13],
       [10, 14,  9, 29, 10]]), 'forgetting_measure': [0.44293426, -0.5815798, 0.10815674]}","{""Task 0 has these classes:"": [""two"", ""on"", ""left"", ""stop"", ""one""], ""Task 1 has these classes:"": [""two"", ""left"", ""right"", ""off"", ""three""], ""Task 2 has these classes:"": [""two"", ""on"", ""left"", ""stop"", ""one""]}"
"{'Name Experiment': 'Learning Blanco with DRNN Model; no TEM (DIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552954c9710>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552a2db2390>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.5322272, 'precision': 0.23328035693931056, 'recall': 0.29013494144147997, 'f1_score': 0.23337551232809192, 'confusion_matrix': array([[156,   0,  87,   5,   3],
       [ 99,   0,  48,   5,   2],
       [144,   0,  68,   2,   2],
       [ 88,   0,  52,   1,   2],
       [ 79,   0,  55,   1,   1]]), 'forgetting_measure': [0.49042173, -0.44093233, 0.15492758]}","{""Task 0 has these classes:"": [""dog"", ""yes"", ""on"", ""bed"", ""house""], ""Task 1 has these classes:"": [""dog"", ""stop"", ""nine"", ""go"", ""no""], ""Task 2 has these classes:"": [""dog"", ""yes"", ""on"", ""bed"", ""house""]}"
"{'Name Experiment': 'Learning Blanco with DRNN Model; no TEM (DIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552954c9710>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552a2db2390>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.55547373, 'precision': 0.2984086510043, 'recall': 0.29417808219178084, 'f1_score': 0.22878942919428749, 'confusion_matrix': array([[ 87,   0,  59,   0,   0],
       [ 53,   0,  31,   0,   0],
       [100,   0,  60,   0,   0],
       [ 58,   0,  50,   0,   0],
       [ 63,   0,  39,   0,   0]]), 'forgetting_measure': [0.40992946, 0.40880764, -0.49138752]}","{""Task 0 has these classes:"": [""dog"", ""yes"", ""on"", ""bed"", ""house""], ""Task 1 has these classes:"": [""dog"", ""stop"", ""nine"", ""go"", ""no""], ""Task 2 has these classes:"": [""dog"", ""yes"", ""on"", ""bed"", ""house""]}"
"{'Name Experiment': 'Learning Blanco with ECHO Model; no TEM (DIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552951aaa10>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155285e89ed0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.79911458, 'precision': 0.24022222222222222, 'recall': 0.3, 'f1_score': 0.1669750231267345, 'confusion_matrix': array([[181,   0,   0,   0,   0],
       [162,   0,   0,   0,   0],
       [171,   0,   0,   0,   0],
       [247,   0,   0,   0,   0],
       [139,   0,   0,   0,   0]]), 'forgetting_measure': [0.49462967, -0.0691297, 0.06465979]}","{""Task 0 has these classes:"": [""bird"", ""left"", ""go"", ""right"", ""zero""], ""Task 1 has these classes:"": [""bird"", ""up"", ""dog"", ""off"", ""four""], ""Task 2 has these classes:"": [""bird"", ""left"", ""go"", ""right"", ""zero""]}"
"{'Name Experiment': 'Learning Blanco with ECHO Model; no TEM (DIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552951aaa10>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155285e89ed0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.5353918, 'precision': 0.243333333333333335, 'recall': 0.3, 'f1_score': 0.17123287671232877, 'confusion_matrix': array([[130,   0,   0,   0,   0],
       [155,   0,   0,   0,   0],
       [ 99,   0,   0,   0,   0],
       [125,   0,   0,   0,   0],
       [ 91,   0,   0,   0,   0]]), 'forgetting_measure': [0.50394823, -0.46252277, 0.31624997]}","{""Task 0 has these classes:"": [""bird"", ""left"", ""go"", ""right"", ""zero""], ""Task 1 has these classes:"": [""bird"", ""up"", ""dog"", ""off"", ""four""], ""Task 2 has these classes:"": [""bird"", ""left"", ""go"", ""right"", ""zero""]}"
"{'Name Experiment': 'Learning Blanco with ECHO Model; with TEM (DIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155298fad750>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15529924a890>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.50457923, 'precision': 0.24066666666666667, 'recall': 0.3, 'f1_score': 0.16759002770083103, 'confusion_matrix': array([[183,   0,   0,   0,   0],
       [149,   0,   0,   0,   0],
       [319,   0,   0,   0,   0],
       [159,   0,   0,   0,   0],
       [ 90,   0,   0,   0,   0]]), 'forgetting_measure': [0.44508452, -1.2302086, 0.5516114]}","{""Task 0 has these classes:"": [""four"", ""one"", ""eight"", ""marvel"", ""right""], ""Task 1 has these classes:"": [""four"", ""on"", ""four"", ""go"", ""seven""], ""Task 2 has these classes:"": [""four"", ""one"", ""eight"", ""marvel"", ""right""]}"
"{'Name Experiment': 'Learning Blanco with ECHO Model; with TEM (DIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155298fad750>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15529924a890>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.50695409, 'precision': 0.248, 'recall': 0.3, 'f1_score': 0.17741935483870968, 'confusion_matrix': array([[144,   0,   0,   0,   0],
       [108,   0,   0,   0,   0],
       [178,   0,   0,   0,   0],
       [100,   0,   0,   0,   0],
       [ 70,   0,   0,   0,   0]]), 'forgetting_measure': [0.44849405, -1.1810585, 0.541507]}","{""Task 0 has these classes:"": [""four"", ""one"", ""eight"", ""marvel"", ""right""], ""Task 1 has these classes:"": [""four"", ""on"", ""four"", ""go"", ""seven""], ""Task 2 has these classes:"": [""four"", ""one"", ""eight"", ""marvel"", ""right""]}"
"{'Name Experiment': 'Learning EWC with Dense Model; no TEM (DIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552991a7890>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155291a8b6d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.52943418, 'precision': 0.30580771835200676, 'recall': 0.2981535688528539, 'f1_score': 0.24654749211846324, 'confusion_matrix': array([[184,  15,  31,  10,   4],
       [172,  10,  21,   2,   3],
       [136,  12,  23,   7,   3],
       [ 87,   5,  11,   4,   5],
       [119,   9,  16,   7,   4]]), 'forgetting_measure': [0.48351436, -0.54919434, 0.2244488]}","{""Task 0 has these classes:"": [""two"", ""right"", ""happy"", ""cat"", ""dog""], ""Task 1 has these classes:"": [""two"", ""on"", ""tree"", ""five"", ""bird""], ""Task 2 has these classes:"": [""two"", ""right"", ""happy"", ""cat"", ""dog""]}"
"{'Name Experiment': 'Learning EWC with Dense Model; no TEM (DIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552991a7890>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155291a8b6d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.52188395, 'precision': 0.22864406306276768, 'recall': 0.30459787821419742, 'f1_score': 0.2299586694708646, 'confusion_matrix': array([[122,  10,  16,   0,   0],
       [ 88,  10,  15,   0,   0],
       [ 89,  16,  13,   0,   0],
       [ 82,   6,   6,   0,   0],
       [101,   9,  17,   0,   0]]), 'forgetting_measure': [0.45092354, -1.2052622, 0.45346093]}","{""Task 0 has these classes:"": [""two"", ""right"", ""happy"", ""cat"", ""dog""], ""Task 1 has these classes:"": [""two"", ""on"", ""tree"", ""five"", ""bird""], ""Task 2 has these classes:"": [""two"", ""right"", ""happy"", ""cat"", ""dog""]}"
"{'Name Experiment': 'Learning Blanco with Dense Model; no TEM (TIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15531844b290>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15533b42b090>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.61837025, 'precision': 0.46387241840012274, 'recall': 0.44052565302565296, 'f1_score': 0.42747192493775873, 'confusion_matrix': array([[126,  38,  31,   6,  23],
       [ 52,  59,  28,  13,  33],
       [ 75,  24,  20,   6,  18],
       [ 67,  38,  10,  23,  30],
       [ 44,  25,  12,   1,  98]]), 'forgetting_measure': [0.49272463, -0.4852946, -0.6633312]}","{""Task 0 has these classes:"": [""stop"", ""no"", ""right"", ""tree"", ""left""], ""Task 1 has these classes:"": [""stop"", ""wow"", ""tree"", ""cat"", ""eight""], ""Task 2 has these classes:"": [""stop"", ""no"", ""right"", ""tree"", ""left""]}"
"{'Name Experiment': 'Learning Blanco with Dense Model; no TEM (TIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15531844b290>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15533b42b090>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.7758379, 'precision': 0.28925187391440104, 'recall': 0.28065672136909589, 'f1_score': 0.26764371145759555, 'confusion_matrix': array([[46, 31,  7, 10, 42],
       [51, 40,  2,  8, 41],
       [42, 29,  4,  7, 28],
       [40, 18,  4,  6, 22],
       [64, 24,  7,  5, 22]]), 'forgetting_measure': [0.48849842, -0.06948584, 0.31834638]}","{""Task 0 has these classes:"": [""stop"", ""no"", ""right"", ""tree"", ""left""], ""Task 1 has these classes:"": [""stop"", ""wow"", ""tree"", ""cat"", ""eight""], ""Task 2 has these classes:"": [""stop"", ""no"", ""right"", ""tree"", ""left""]}"
"{'Name Experiment': 'Learning Blanco with Dense Model; with TEM (TIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552f7f86310>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552ddbf54d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.68040304, 'precision': 0.51918217610227054, 'recall': 0.48567987250041047, 'f1_score': 0.47947366400176985, 'confusion_matrix': array([[163,   7,  40,   9,  30],
       [ 52,  10,  39,  12,  16],
       [ 64,   6,  68,   6,  38],
       [ 24,   2,  28,  57,  37],
       [ 54,   6,  34,  14,  84]]), 'forgetting_measure': [0.40485535, -0.17622195, -0.33242077]}","{""Task 0 has these classes:"": [""seven"", ""cat"", ""house"", ""go"", ""tree""], ""Task 1 has these classes:"": [""seven"", ""house"", ""four"", ""nine"", ""on""], ""Task 2 has these classes:"": [""seven"", ""cat"", ""house"", ""go"", ""tree""]}"
"{'Name Experiment': 'Learning Blanco with Dense Model; with TEM (TIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552f7f86310>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552ddbf54d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.53732091, 'precision': 0.32793658319974108, 'recall': 0.31585697678280802, 'f1_score': 0.30424869312463523, 'confusion_matrix': array([[68,  5, 38, 26, 50],
       [33,  4, 29, 17, 17],
       [51,  3, 26, 14, 25],
       [31,  1, 19, 15, 26],
       [39,  3, 21,  9, 30]]), 'forgetting_measure': [0.56905358, 0.25799757, -0.21855685]}","{""Task 0 has these classes:"": [""seven"", ""cat"", ""house"", ""go"", ""tree""], ""Task 1 has these classes:"": [""seven"", ""house"", ""four"", ""nine"", ""on""], ""Task 2 has these classes:"": [""seven"", ""cat"", ""house"", ""go"", ""tree""]}"
"{'Name Experiment': 'Learning Blanco with Dense Model; no TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15533b432c10>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15533b433650>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.55472465, 'precision': 0.25232550552493807, 'recall': 0.32711043797016645, 'f1_score': 0.25626411204445886, 'confusion_matrix': array([[  7,  33,   1, 144,   0],
       [ 12,  47,   1, 109,   0],
       [  8,  36,   0, 132,   0],
       [  5,  38,   3, 209,   0],
       [  5,  23,   0,  87,   0]]), 'forgetting_measure': [0.58076422, 0.23492604, -0.25045434]}","{""Task 0 has these classes:"": [""five"", ""four"", ""right"", ""left"", ""three""], ""Task 1 has these classes:"": [""five"", ""stop"", ""three"", ""zero"", ""go""], ""Task 2 has these classes:"": [""five"", ""four"", ""right"", ""left"", ""three""]}"
