Hyperparameters,Results,Additional classes
"{'Name Experiment': 'Learning Blanco with GRU Model; with TEM (CIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552c64dc210>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552c8e177d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.5850614, 'precision': 0.37306933903739866, 'recall': 0.33386221402295793, 'f1_score': 0.3215152774944225, 'confusion_matrix': array([[138,  59,  15,   1,   0,   9,   0,   0],
       [ 40, 110,  66,  13,   4,   9,   1,   0],
       [ 24,  63,  90,   6,   5,   7,   0,   1],
       [ 17,  20,  20,   6,   5,   2,   0,   1],
       [ 15,  16,  29,   5,   0,   3,   0,   0],
       [ 19,  13,   3,   1,   0,  11,   0,   0],
       [ 21,  21,   2,   0,   0,   7,   1,   1],
       [  0,   0,   0,   0,   0,   0,   0,   0]]), 'forgetting_measure': [0.5259035, 0.17748477, -0.0818028]}","{""Task 0 had these additional classes included:"": [""six"", ""stop"", ""three""], ""Task 1 had these additional classes included:"": [""tree"", ""two""], ""Task 2 had these additional classes included:"": [""up"", ""wow""]}"
"{'Name Experiment': 'Learning Blanco with GRU Model; with TEM (CIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552c64dc210>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552c8e177d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.41294616, 'precision': 0.23388697104048916, 'recall': 0.25723227684139082, 'f1_score': 0.2383653914168645, 'confusion_matrix': array([[46, 39, 38,  4,  4,  8,  0,  0],
       [60, 38, 43,  5,  1, 16,  0,  0],
       [46, 37, 35, 11,  2,  6,  0,  1],
       [15, 15,  4,  2,  1,  2,  0,  0],
       [22, 16,  7,  5,  1,  2,  1,  0],
       [ 5,  9,  2,  0,  1, 10,  0,  0],
       [13, 14,  5,  0,  2,  5,  0,  1],
       [ 0,  0,  0,  0,  0,  0,  0,  0]]), 'forgetting_measure': [0.3857576, 0.41929016, -0.12773347]}","{""Task 0 had these additional classes included:"": [""six"", ""stop"", ""three""], ""Task 1 had these additional classes included:"": [""tree"", ""two""], ""Task 2 had these additional classes included:"": [""up"", ""wow""]}"
"{'Name Experiment': 'Learning Blanco with DRNN Model; with TEM (CIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552c8d0f150>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552b4203e90>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.6462298, 'precision': 0.4444936427055354, 'recall': 0.4367553211785181, 'f1_score': 0.43361181929712913, 'confusion_matrix': array([[142,  22,  20,  10,   4,  15,  10],
       [ 44, 124,  36,  20,   5,   4,   5],
       [ 28,  55,  71,  28,  11,   3,   4],
       [ 10,  17,  14,  18,   3,   2,   0],
       [  9,  17,  20,  20,   6,   3,   0],
       [ 13,   5,   5,   2,   2,   8,   6],
       [ 20,   9,   4,   0,   1,   8,  17]]), 'forgetting_measure': [0.6423017, 0.215632, 0.12775078]}","{""Task 0 had these additional classes included:"": [""six"", ""stop"", ""three""], ""Task 1 had these additional classes included:"": [""tree"", ""two""], ""Task 2 had these additional classes included:"": [""up"", ""wow""]}"
"{'Name Experiment': 'Learning Blanco with DRNN Model; with TEM (CIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552c8d0f150>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552b4203e90>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.3982211, 'precision': 0.29292615255742254, 'recall': 0.28576046871149307, 'f1_score': 0.28124500623323886, 'confusion_matrix': array([[33, 43, 30, 21,  5,  7,  5],
       [56, 41, 37, 12,  6, 10,  4],
       [42, 32, 28, 17,  6,  6,  4],
       [10, 10,  4,  9,  2,  1,  1],
       [20,  9,  9, 11,  2,  0,  0],
       [ 7,  4,  5,  2,  1,  3,  2],
       [ 7,  9,  4,  1,  2, 11,  9]]), 'forgetting_measure': [0.3650739, 0.1837619, 0.47668597]}","{""Task 0 had these additional classes included:"": [""six"", ""stop"", ""three""], ""Task 1 had these additional classes included:"": [""tree"", ""two""], ""Task 2 had these additional classes included:"": [""up"", ""wow""]}"
"{'Name Experiment': 'Learning Blanco with DRNN Model; no TEM (CIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15528abb5910>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552bc63dc10>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.50392727, 'precision': 0.30482411522818428, 'recall': 0.33466286097578268, 'f1_score': 0.29187312050244623, 'confusion_matrix': array([[150,  29,  29,   5,   5,  32,   0],
       [112,  21,  24,   8,   9,  41,   0],
       [110,  22,  23,   6,   8,  35,   0],
       [ 22,   8,   5,   5,   7,  12,   0],
       [ 33,  13,   2,   4,   8,  12,   0],
       [ 10,  16,   1,   1,   0,  49,   0],
       [  3,   5,   2,   0,   0,  13,   0]]), 'forgetting_measure': [0.47320378, 0.17647532, 0.24762943]}","{""Task 0 had these additional classes included:"": [""happy"", ""house"", ""left""], ""Task 1 had these additional classes included:"": [""marvel"", ""nine""], ""Task 2 had these additional classes included:"": [""no"", ""off""]}"
"{'Name Experiment': 'Learning Blanco with DRNN Model; no TEM (CIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15528abb5910>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552bc63dc10>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.50888346, 'precision': 0.29212883740740533, 'recall': 0.356178094545417, 'f1_score': 0.29309675993689698, 'confusion_matrix': array([[97, 14, 33,  9, 10, 30,  0],
       [57, 13, 18,  6,  6, 24,  0],
       [68, 11, 18,  7,  6, 21,  0],
       [15,  9,  0,  2,  7,  3,  0],
       [21,  8,  4,  3,  7,  6,  0],
       [ 3,  2,  1,  0,  0, 34,  0],
       [ 6,  0,  2,  0,  0, 19,  0]]), 'forgetting_measure': [0.41588843, 0.037069257, -0.007905126]}","{""Task 0 had these additional classes included:"": [""happy"", ""house"", ""left""], ""Task 1 had these additional classes included:"": [""marvel"", ""nine""], ""Task 2 had these additional classes included:"": [""no"", ""off""]}"
"{'Name Experiment': 'Learning Blanco with ECHO Model; no TEM (CIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552a75bd910>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552a76e1fd0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.43545688, 'precision': 0.13047619047619048, 'recall': 0.24285714285714285, 'f1_score': 0.15023547880690738, 'confusion_matrix': array([[192,   0,   0,   0,   0,   0,   0],
       [366,   0,   0,   0,   0,   0,   0],
       [107,   0,   0,   0,   0,   0,   0],
       [ 85,   0,   0,   0,   0,   0,   0],
       [ 50,   0,   0,   0,   0,   0,   0],
       [ 55,   0,   0,   0,   0,   0,   0],
       [ 45,   0,   0,   0,   0,   0,   0]]), 'forgetting_measure': [0.42029897, 0.40875292, -0.03865307]}","{""Task 0 had these additional classes included:"": [""four"", ""go"", ""happy""], ""Task 1 had these additional classes included:"": [""house"", ""left""], ""Task 2 had these additional classes included:"": [""marvel"", ""nine""]}"
"{'Name Experiment': 'Learning Blanco with ECHO Model; no TEM (CIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552a75bd910>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552a76e1fd0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.45184363, 'precision': 0.134523809523809526, 'recall': 0.24285714285714285, 'f1_score': 0.15560882070949185, 'confusion_matrix': array([[145,   0,   0,   0,   0,   0,   0],
       [214,   0,   0,   0,   0,   0,   0],
       [ 78,   0,   0,   0,   0,   0,   0],
       [ 49,   0,   0,   0,   0,   0,   0],
       [ 47,   0,   0,   0,   0,   0,   0],
       [ 29,   0,   0,   0,   0,   0,   0],
       [ 38,   0,   0,   0,   0,   0,   0]]), 'forgetting_measure': [0.43520648, 0.41280606, -0.1354565]}","{""Task 0 had these additional classes included:"": [""four"", ""go"", ""happy""], ""Task 1 had these additional classes included:"": [""house"", ""left""], ""Task 2 had these additional classes included:"": [""marvel"", ""nine""]}"
"{'Name Experiment': 'Learning Blanco with ECHO Model; with TEM (CIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15529ecb5910>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15529f647350>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.4144948, 'precision': 0.13253968253968254, 'recall': 0.24285714285714285, 'f1_score': 0.15300581771170006, 'confusion_matrix': array([[205,   0,   0,   0,   0,   0,   0],
       [253,   0,   0,   0,   0,   0,   0],
       [211,   0,   0,   0,   0,   0,   0],
       [ 58,   0,   0,   0,   0,   0,   0],
       [ 73,   0,   0,   0,   0,   0,   0],
       [ 35,   0,   0,   0,   0,   0,   0],
       [ 65,   0,   0,   0,   0,   0,   0]]), 'forgetting_measure': [0.3862887, 0.34498724, 0.095187634]}","{""Task 0 had these additional classes included:"": [""bird"", ""cat"", ""dog""], ""Task 1 had these additional classes included:"": [""down"", ""eight""], ""Task 2 had these additional classes included:"": [""five"", ""four""]}"
"{'Name Experiment': 'Learning Blanco with ECHO Model; with TEM (CIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15529ecb5910>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15529f647350>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.40729095, 'precision': 0.130238095238095238, 'recall': 0.24285714285714285, 'f1_score': 0.14991157398310081, 'confusion_matrix': array([[127,   0,   0,   0,   0,   0,   0],
       [171,   0,   0,   0,   0,   0,   0],
       [147,   0,   0,   0,   0,   0,   0],
       [ 46,   0,   0,   0,   0,   0,   0],
       [ 42,   0,   0,   0,   0,   0,   0],
       [ 15,   0,   0,   0,   0,   0,   0],
       [ 52,   0,   0,   0,   0,   0,   0]]), 'forgetting_measure': [0.38786135, 0.37301564, 0.14936253]}","{""Task 0 had these additional classes included:"": [""bird"", ""cat"", ""dog""], ""Task 1 had these additional classes included:"": [""down"", ""eight""], ""Task 2 had these additional classes included:"": [""five"", ""four""]}"
"{'Name Experiment': 'Learning EWC with Dense Model; no TEM (CIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15529efb8bd0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15529ce37350>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.462371, 'precision': 0.24515880087920827, 'recall': 0.28987176787573792, 'f1_score': 0.23646068927535016, 'confusion_matrix': array([[  8,  30, 112,   2,   4,  23,   0],
       [ 18,  25, 130,   4,   6,  45,   0],
       [ 20,  33, 152,   9,  14,  34,   0],
       [  0,  15,  52,   2,   1,  10,   0],
       [  0,   9,  29,   1,   1,  11,   0],
       [  0,   1,  23,   2,   0,  33,   1],
       [  0,   0,  23,   0,   0,  17,   0]]), 'forgetting_measure': [0.5067785, 0.6335865, -0.5517388]}","{""Task 0 had these additional classes included:"": [""down"", ""eight"", ""five""], ""Task 1 had these additional classes included:"": [""four"", ""go""], ""Task 2 had these additional classes included:"": [""happy"", ""house""]}"
"{'Name Experiment': 'Learning EWC with Dense Model; no TEM (CIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15529efb8bd0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15529ce37350>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.44087776, 'precision': 0.29942003154302926, 'recall': 0.33028077546395112, 'f1_score': 0.25796396819010722, 'confusion_matrix': array([[18, 12, 68,  3,  6, 22,  0],
       [14, 20, 78,  1,  7, 29,  0],
       [15, 22, 81,  3,  8, 34,  0],
       [ 0,  3, 40,  2,  4,  7,  0],
       [ 0,  2, 22,  0,  0, 12,  0],
       [ 0,  0,  7,  0,  0, 29,  0],
       [ 0,  0,  6,  0,  0, 25,  0]]), 'forgetting_measure': [0.4288612, 0.327875, 0.2185149]}","{""Task 0 had these additional classes included:"": [""down"", ""eight"", ""five""], ""Task 1 had these additional classes included:"": [""four"", ""go""], ""Task 2 had these additional classes included:"": [""happy"", ""house""]}"
"{'Name Experiment': 'Learning EWC with Dense Model; with TEM (CIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15528c60d410>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15529094df50>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.54802485, 'precision': 0.25380575714824532, 'recall': 0.26928129068969952, 'f1_score': 0.2410174372100464, 'confusion_matrix': array([[ 98, 180,   5,   0,   3,   0,   0],
       [ 63, 194,   4,   2,   2,   0,   0],
       [ 23,  89,  14,   0,   1,   0,   0],
       [  8,  53,   1,   0,   0,   0,   0],
       [  4,  53,   3,   0,   0,   0,   0],
       [  9,  27,   6,   0,   2,   0,   0],
       [ 13,  32,  11,   0,   0,   0,   0]]), 'forgetting_measure': [0.51027856, 0.09220578, 0.29829895]}","{""Task 0 had these additional classes included:"": [""no"", ""off"", ""on""], ""Task 1 had these additional classes included:"": [""one"", ""right""], ""Task 2 had these additional classes included:"": [""seven"", ""sheila""]}"
"{'Name Experiment': 'Learning EWC with Dense Model; with TEM (CIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15528c60d410>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15529094df50>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.4776973, 'precision': 0.2369762190590522, 'recall': 0.23639050045643925, 'f1_score': 0.20540979731222584, 'confusion_matrix': array([[ 57, 132,   8,   0,   0,   0,   0],
       [ 51, 103,   9,   0,   0,   0,   0],
       [ 24,  54,   1,   0,   0,   0,   0],
       [  6,  39,   1,   0,   0,   0,   0],
       [  7,  37,   3,   0,   1,   0,   0],
       [ 12,  18,   4,   0,   1,   0,   0],
       [ 14,   9,   8,   0,   1,   0,   0]]), 'forgetting_measure': [0.53081704, 0.43369013, 0.35117006]}","{""Task 0 had these additional classes included:"": [""no"", ""off"", ""on""], ""Task 1 had these additional classes included:"": [""one"", ""right""], ""Task 2 had these additional classes included:"": [""seven"", ""sheila""]}"
"{'Name Experiment': 'Learning EWC with LSTM Model; no TEM (CIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15528498d410>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15528cb20390>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.44669558, 'precision': 0.25423366958915816, 'recall': 0.26921954443357037, 'f1_score': 0.2552527131797518, 'confusion_matrix': array([[ 24,  97,  58,  14,   9,   1,   0],
       [ 17,  97,  68,  20,   7,   3,   0],
       [ 32, 111,  78,  12,   7,   4,   0],
       [  6,  23,  21,  16,   8,   1,   0],
       [ 10,  25,  19,   7,   5,   0,   0],
       [ 19,  14,  12,   3,   0,   0,   0],
       [ 22,  10,  12,   5,   0,   3,   0]]), 'forgetting_measure': [0.4209674, 0.22514877, 0.3147731]}","{""Task 0 had these additional classes included:"": [""right"", ""seven"", ""sheila""], ""Task 1 had these additional classes included:"": [""six"", ""stop""], ""Task 2 had these additional classes included:"": [""three"", ""tree""]}"
