Hyperparameters,Results,Classes in task
"{'Name Experiment': 'Learning Blanco with GRU Model; with TEM (DIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552c533abd0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552be2fd610>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.5211944, 'precision': 0.7486594117640371, 'recall': 0.47565639236836437, 'f1_score': 0.4409072940054505, 'confusion_matrix': array([[ 14,  49,   4,   0,  70],
       [  1, 133,   6,   0,  77],
       [  1,  73,  14,   0,  70],
       [  4,  63,   0,   2,  52],
       [  3, 109,   6,   0, 149]]), 'forgetting_measure': [0.5538622, 0.11768762, 0.047124147]}","{""Every task  has these classes:"": [""six"", ""yes"", ""two"", ""cat"", ""four""]}"
"{'Name Experiment': 'Learning Blanco with GRU Model; with TEM (DIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552c533abd0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552be2fd610>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.4965781, 'precision': 0.3894910710279535, 'recall': 0.4390943555649438, 'f1_score': 0.37937627237501114, 'confusion_matrix': array([[  3,  29,   3,   0,  50],
       [  0,  65,   4,   0,  42],
       [  8,  44,   4,   0,  61],
       [  3,  40,   2,   0,  44],
       [  4,  77,  10,   0, 107]]), 'forgetting_measure': [0.58466206, 0.28542206, 0.16251145]}","{""Every task  has these classes:"": [""six"", ""yes"", ""two"", ""cat"", ""four""]}"
"{'Name Experiment': 'Learning Blanco with DRNN Model; with TEM (DIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552d1576510>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15528cfaef10>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.54685582, 'precision': 0.6093833092696406, 'recall': 0.5586508187855329, 'f1_score': 0.54728723606710243, 'confusion_matrix': array([[  4,  43,  24,  13,  24],
       [  1, 163,  58,  13,  15],
       [  2,  86,  83,  16,  20],
       [  2,  56,  38,  47,  23],
       [  2,  43,  40,  13,  71]]), 'forgetting_measure': [0.57422705, 0.37075248, -0.82969356]}","{""Every task  has these classes:"": [""three"", ""house"", ""eight"", ""six"", ""left""]}"
"{'Name Experiment': 'Learning Blanco with DRNN Model; with TEM (DIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552d1576510>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15528cfaef10>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.528084, 'precision': 0.4721782637828326, 'recall': 0.45113768075600135, 'f1_score': 0.43489161632018773, 'confusion_matrix': array([[ 2, 28, 16,  7, 17],
       [ 2, 78, 29, 27, 26],
       [ 0, 38, 53, 19, 21],
       [ 1, 54, 34, 18, 19],
       [ 2, 45, 31, 11, 22]]), 'forgetting_measure': [0.54749085, 0.02739922, 0.1159232]}","{""Every task  has these classes:"": [""three"", ""house"", ""eight"", ""six"", ""left""]}"
"{'Name Experiment': 'Learning Blanco with DRNN Model; no TEM (DIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15529d2c2710>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15528cf721d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.4268319, 'precision': 0.372102732332366, 'recall': 0.39008342337473133, 'f1_score': 0.33481067303185074, 'confusion_matrix': array([[  0,   0, 106,  21,  23],
       [  0,   1, 121,  17,  22],
       [  0,   0, 141,  29,  43],
       [  1,   1, 130,  21,  36],
       [  1,   2, 122,  30,  32]]), 'forgetting_measure': [0.43274252, 0.0006101509, 0.07501187]}","{""Every task  has these classes:"": [""zero"", ""happy"", ""one"", ""bird"", ""six""]}"
"{'Name Experiment': 'Learning Blanco with DRNN Model; no TEM (DIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15529d2c2710>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15528cf721d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.41376753, 'precision': 0.3466442618691798, 'recall': 0.4219052540913006, 'f1_score': 0.3598838550978229, 'confusion_matrix': array([[ 0,  1, 57, 15, 28],
       [ 1,  0, 70, 12, 27],
       [ 1,  0, 90, 16, 22],
       [ 0,  0, 81, 20, 24],
       [ 0,  1, 81, 19, 34]]), 'forgetting_measure': [0.43789269, 0.18863033, -0.09000184]}","{""Every task  has these classes:"": [""zero"", ""happy"", ""one"", ""bird"", ""six""]}"
"{'Name Experiment': 'Learning Blanco with ECHO Model; no TEM (DIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15529c9cad50>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552a37b17d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.46352587, 'precision': 0.24733333333333333, 'recall': 0.4, 'f1_score': 0.27654986522911052, 'confusion_matrix': array([[213,   0,   0,   0,   0],
       [186,   0,   0,   0,   0],
       [162,   0,   0,   0,   0],
       [171,   0,   0,   0,   0],
       [168,   0,   0,   0,   0]]), 'forgetting_measure': [0.4635259, 0.0, 0.0]}","{""Every task  has these classes:"": [""up"", ""sheila"", ""two"", ""wow"", ""marvel""]}"
"{'Name Experiment': 'Learning Blanco with ECHO Model; no TEM (DIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15529c9cad50>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552a37b17d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.48020284, 'precision': 0.25500000000000001, 'recall': 0.4, 'f1_score': 0.28627450980392158, 'confusion_matrix': array([[165,   0,   0,   0,   0],
       [ 94,   0,   0,   0,   0],
       [ 86,   0,   0,   0,   0],
       [102,   0,   0,   0,   0],
       [153,   0,   0,   0,   0]]), 'forgetting_measure': [0.48020284, 0.0, 0.0]}","{""Every task  has these classes:"": [""up"", ""sheila"", ""two"", ""wow"", ""marvel""]}"
"{'Name Experiment': 'Learning Blanco with ECHO Model; with TEM (DIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552a3a5a250>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552a30624d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.35919246, 'precision': 0.23422222222222222, 'recall': 0.4, 'f1_score': 0.25844402277039847, 'confusion_matrix': array([[154,   0,   0,   0,   0],
       [195,   0,   0,   0,   0],
       [206,   0,   0,   0,   0],
       [193,   0,   0,   0,   0],
       [152,   0,   0,   0,   0]]), 'forgetting_measure': [0.36176322, 0.04767641, -0.050063245]}","{""Every task  has these classes:"": [""cat"", ""bed"", ""three"", ""yes"", ""dog""]}"
"{'Name Experiment': 'Learning Blanco with ECHO Model; with TEM (DIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552a3a5a250>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552a30624d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.41642083, 'precision': 0.238, 'recall': 0.4, 'f1_score': 0.2638655462184874, 'confusion_matrix': array([[114,   0,   0,   0,   0],
       [146,   0,   0,   0,   0],
       [106,   0,   0,   0,   0],
       [ 93,   0,   0,   0,   0],
       [141,   0,   0,   0,   0]]), 'forgetting_measure': [0.41642083, 0.0, 0.0]}","{""Every task  has these classes:"": [""cat"", ""bed"", ""three"", ""yes"", ""dog""]}"
"{'Name Experiment': 'Learning EWC with Dense Model; no TEM (DIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15529ba46a90>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15528493be50>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.45530505, 'precision': 0.3632129827804261, 'recall': 0.44710205861578122, 'f1_score': 0.37059010544247302, 'confusion_matrix': array([[158,   9,  60,   6,   0],
       [122,   2,  51,   5,   0],
       [ 86,   1, 102,   3,   0],
       [ 76,   4,  51,   2,   0],
       [ 99,   3,  56,   4,   0]]), 'forgetting_measure': [0.4318726, -0.24232993, 0.14608666]}","{""Every task  has these classes:"": [""two"", ""off"", ""right"", ""down"", ""seven""]}"
"{'Name Experiment': 'Learning EWC with Dense Model; no TEM (DIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15529ba46a90>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15528493be50>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.46358256, 'precision': 0.34449763722282807, 'recall': 0.46603995299647476, 'f1_score': 0.3627615189444172, 'confusion_matrix': array([[104,   2,  32,   0,   0],
       [ 89,   1,  21,   0,   0],
       [ 46,   2,  63,   0,   0],
       [ 87,   1,  50,   0,   0],
       [ 67,   1,  34,   0,   0]]), 'forgetting_measure': [0.4209573, -0.5220673, 0.30576777]}","{""Every task  has these classes:"": [""two"", ""off"", ""right"", ""down"", ""seven""]}"
"{'Name Experiment': 'Learning Blanco with Dense Model; no TEM (DIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155317911210>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15533b42f710>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.53937228, 'precision': 0.26174496644295302, 'recall': 0.3985611510791367, 'f1_score': 0.29419795221843004, 'confusion_matrix': array([[  0,   0, 168,   0,   1],
       [  0,   0, 178,   0,   1],
       [  0,   0, 276,   0,   2],
       [  0,   0, 143,   0,   1],
       [  0,   1, 129,   0,   0]]), 'forgetting_measure': [0.52472438, -0.045178104, -0.0430262]}","{""Every task  has these classes:"": [""yes"", ""stop"", ""off"", ""wow"", ""bed""]}"
"{'Name Experiment': 'Learning Blanco with Dense Model; no TEM (DIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155317911210>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15533b42f710>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.4980592, 'precision': 0.253000000000000005, 'recall': 0.4, 'f1_score': 0.28379446640316204, 'confusion_matrix': array([[  0,   0, 115,   0,   0],
       [  0,   0,  96,   0,   0],
       [  0,   0, 159,   0,   0],
       [  0,   0, 107,   0,   0],
       [  0,   0, 123,   0,   0]]), 'forgetting_measure': [0.49705384, -0.010153226, 0.010051173]}","{""Every task  has these classes:"": [""yes"", ""stop"", ""off"", ""wow"", ""bed""]}"
"{'Name Experiment': 'Learning EWC with Dense Model; with TEM (DIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552a3c31710>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15528529fc10>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.48000534, 'precision': 0.5892835322849451, 'recall': 0.57731687686336474, 'f1_score': 0.5785998408287711, 'confusion_matrix': array([[68, 14, 39, 32, 34],
       [29, 48, 22, 38, 23],
       [34, 12, 62, 33, 36],
       [25, 15, 33, 84, 29],
       [38, 11, 39, 22, 80]]), 'forgetting_measure': [0.47073833, 0.14710845, -0.4653611]}","{""Every task  has these classes:"": [""nine"", ""no"", ""one"", ""up"", ""go""]}"
"{'Name Experiment': 'Learning EWC with Dense Model; with TEM (DIL)', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552a3c31710>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15528529fc10>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.44557899, 'precision': 0.4624110671936759, 'recall': 0.44126412351543647, 'f1_score': 0.44020943768070208, 'confusion_matrix': array([[36, 12, 36, 35, 35],
       [18, 24, 23, 32, 25],
       [11,  9, 37, 28, 38],
       [25, 13, 19, 23, 32],
       [15,  5, 23, 22, 24]]), 'forgetting_measure': [0.4482191, 0.0875736, -0.15698655]}","{""Every task  has these classes:"": [""nine"", ""no"", ""one"", ""up"", ""go""]}"
"{'Name Experiment': 'Learning Blanco with Dense Model; no TEM (DIL) with 50 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15533b877f50>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15531813a650>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.41162623, 'precision': 0.37166442048517522, 'recall': 0.39798802946593003, 'f1_score': 0.3132366337327447, 'confusion_matrix': array([[182,   4,  11,   2,  11],
       [158,   5,   7,   3,   8],
       [155,   3,   6,   2,  15],
       [148,   6,   5,   0,   9],
       [141,   2,   3,   4,  10]]), 'forgetting_measure': [0.39627088, -0.117353156, 0.0]}","{""Every task  has these classes:"": [""six"", ""bird"", ""dog"", ""go"", ""seven""]}"
"{'Name Experiment': 'Learning Blanco with Dense Model; no TEM (DIL) with 50 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15533b877f50>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15531813a650>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.4069513, 'precision': 0.39357935067553944, 'recall': 0.40777862216012663, 'f1_score': 0.30701616900090341, 'confusion_matrix': array([[117,   3,   4,   2,   0],
       [ 92,   7,   4,   0,   0],
       [132,   2,   4,   5,   0],
       [126,   7,   4,   2,   0],
       [ 84,   2,   2,   1,   0]]), 'forgetting_measure': [0.42102116, 0.09548761, 0.0]}","{""Every task  has these classes:"": [""six"", ""bird"", ""dog"", ""go"", ""seven""]}"
"{'Name Experiment': 'Learning Blanco with Dense Model; with TEM (DIL) with 50 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15531de618d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552db93be50>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.51951728, 'precision': 0.62370962370962373, 'recall': 0.5437936578481281, 'f1_score': 0.52028191633939435, 'confusion_matrix': array([[  9,  48,  12,   8,  63],
       [  3,  90,  31,   4,  78],
       [  0,  21,  80,   1,  77],
       [  9,  49,  15,  15,  58],
       [  0,  44,  30,   2, 153]]), 'forgetting_measure': [0.4731843, 0.17171805, -1.0289322]}","{""Every task  has these classes:"": [""off"", ""nine"", ""bed"", ""three"", ""right""]}"
